File Name;Type;Creator;Comments;Category;Extension;Dup;Data by Ilan Szekely, Jerusalem
Color SW Pro—Color Proof File;prof;CRKt;Color SW Pro;  ; ; ;
Apple Color SW Pro CMM;thng;CRKT; ;Extension; ; ;
Card Resource Library;crLB;crlb;Poker Sol ;Game; ; ;
RLC;APPL;CRLC; ;Application; ; ;
NuLine;APPL;CrLf; ;Application; ; ;
FD DropStrip 1.0(68K);APPL;CRLf; ;Application; ; ;
CRLF;APPL;CRLF; ;Application; ; ;
NuLine—Folder File;fold;CrLf;NuLine;Folder File; ; ;
NuLine—Preferences;pref;CrLf;NuLine;Pref; ; ;
NuLine—Text File;TEXT;CrLf;NuLine;Text File;TXT; ;
Renderer;APPL;CRLN; ;Application; ; ;
CircleMouse ][;INIT;CRm2;;INIT; ; ;
Elf Forest;APPL;CRMI;;Application/Game;;;
CrystalMaker_117;APPL;CRMK; ;Application; ; ;
AlPO4- Berlinite;CMDF;CRMK;CrystalMaker;  ; ; ;
DNA-12 bp-B&S;CMMF;CRMK;CrystalMaker;  ; ; ;
Paragonite-2M1.dat;TEXT;CRMK;CrystalMaker;Text File;TXT; ;
Classroom Publisher ;APPL;CRmP; ;Application; ; ;
Classroom Publisher —Document;cPUB;CRmP;Classroom Publisher ;; ; ;
Classroom Publisher —Dictionary File;dPUB;CRmP;Classroom Publisher ;; ; ;
Classroom Publisher —Stationary File;sPUB;CRmP;Classroom Publisher ;; ; ;
rnMac;APPL;«rn»;rnMac;Application; ; ;
rnMac—News List;«rn»;«rn»;rnMac;  ; ; ;
rnMac—Settings;rnSF;«rn»;rnMac;  ; ; ;
rnMac—Settings;rsrc;«rn»;rnMac;Resource; ; ;
rnMac—Text File;TEXT;«rn»;rnMac;Text File;TXT; ;
Cruncher 2.0;APPL;CRNH;;Application;; ;
cron setup;APPL;crns; ;Application; ; ;
Numbering Systems;APPL;CrNS; ;Application; ; ;
Chromosomethingorother Demo—Game File;CrGm;Crom;;; ; ;
Chromosomethingorother Demo—Preferences;CrPf;Crom;;pref ; ; ;
Chromosomethingorother Demo—Scores File;CrSc;Crom;;; ; ;
iDo Script Scheduler Extension;appe;Cron;cron;Background Only Application;;;
cron;APPL;cron; ;Application; ; ;
Cron;APPL;CRON; ;Application; ; ;
Crop Circles—Data File;DATA;Crop;;Data File; ; ;
Crossword;APPL;CrOs; ;Application; ; ;
Apple File Security;APPL;crp2;  ;Application; ; ;
Apple File Security—Encrypted Document;enc2;crp2;Apple File Security; ; ; ;
Apple File Security—Encryption Key;encb;crp2;Apple File Security; ; ; ;
Apple File Security—Preferences;pref;crp2;Apple File Security;Pref; ; ;
CA-Cricket Presents 2.1;APPL;CRPR; ;Application; ; ;
Blank Palette;CPAL;CRPR;Cricket Presents;  ; ; ;
Presents Help;CRHP;CRPR;Cricket Presents;  ; ; ;
Graphic 01;CRTM;CRPR;Cricket Presents;  ; ; ;
Premiere Pres.;PRDF;CRPR;Cricket Presents;  ; ; ;
crypto FAT;APPL;crpt; ;Application; ; ;
ChiroMac® Reports/Reports Terminal;APPL;CRPT;HealthCare Communications;Application; ; ;
Reports/Reports Terminal—Merge Document;MERG;CRPT;Reports;  ; ; ;
Reports/Reports Terminal—Output Document;MOUT;CRPT;Reports;;; ;
Reports/Reports Terminal—Help Document;RHLP;CRPT;Reports;  ; ; ;
Reports/Reports Terminal—Preferences File;RPRF;CRPT;Reports;Pref; ; ;
ReportReader 1.0;APPL;CRRD; ;Application; ; ;
Calera;pref;CRS ; ;Pref; ; ;
Booster;APPL;crs1; ;Application; ; ;
OmniPage Lite Ocr;APPL;CRS3; ;Application; ; ;
Butt Trumpet FAT;APPL;cRsh; ;Application; ; ;
Crush;APPL;CRSH; ;Application; ; ;
CA-Cricket Draw III;APPL;CRSL; ;Application; ; ;
Carnival-CMYK;CKCT;CRSL;CA-Cricket Draw III;  ; ; ;
Art Deco;CKST;CRSL;CA-Cricket Draw III;  ; ; ;
CA-Cricket Draw III Help;CRHD;CRSL;CA-Cricket Draw III;  ; ; ;
Curses Z5;APPL;Crss; ;Application; ; ;
DropTar—Alias File;alis;crsT;DropTar;Alias file;;;
DropTar;APPL;crsT;Aladdin Systems, Inc.;Application;;;
Stringer 1.0;APPL;CrSt; ;Application; ; ;
DropTar—Disk File;disk;crsT;DropTar;Disk File;;;
DropTar—Folder File;fold;crsT;DropTar;Folder File;;;
StuffIt Deluxe 5.1x—PC Archive;PCFA;crsX;Aladdin Systems; ; ; ;
caretPatch;INIT;Crt2;;INIT; ; ;
ConvertMachine—AIFC Sound File;AIFC;CRtm;ConvertMachine;Sound AIFF-C; ; ;
ConvertMachine—AIFF Sound File;AIFF;CRtm;ConvertMachine;Sound AIFF;AIF; ;
ConvertMachine 1.0.4;APPL;CRtm; ;Application; ; ;
ConvertMachine—Document;DEft;CRtm;ConvertMachine;; ; ;
ConvertMachine—Folder File;fold;CRtm;ConvertMachine;Folder File; ; ;
ConvertMachine—QuickTime File;MooV;CRtm;ConvertMachine;QuickTime Movie;MOV; ;
ConvertMachine—System 7 Sound;sfil;CRtm;ConvertMachine;Sound System 7; ; ;
ConvertMachine—Sun Sound File;ULAW;CRtm;ConvertMachine;Sound ULAW;AU; ;
ConvertMachine—Windows WAVE File;WAVE;CRtm;ConvertMachine;sound WAV;WAV; ;
CreativePage;APPL;CrTp;PineHill Products;Application;;;
CreativePage—Document;TEXT;CrTp;CreativePage;Text File;TXT;;
Thicker Caret for Word;INIT;CrtW;;INIT; ; ;
Cron Setup;APPL;CrUI; ;Application; ; ;
PB Sleeper 1.0i;INIT;CRUZ;;INIT; ; ;
Household Shopper 2.2;APPL;CRVa; ;Application; ; ;
HHS.DATA;CRVd;CRVa;Household Shopper;  ; ; ;
CrashWatch;INIT;CrWa;;INIT; ; ;
68K Exceptions;Plgn;CrWa;CrashWatch;  ; ; ;
CrashGuardLib;shlb;CrWa;CrashWatch;Shared Library; ; ;
Crossword Play;APPL;CrWd;  ;Application/Game; ; ;
Crossword Play—Puzzle;sltn;CrWd;Crossword Play;  ; ; ;
CrossWise;APPL;CRWS;  ;Application/Game; ; ;
CrossWise—Document;CrWf;CRWS;CrossWise;Game; ; ;
CrossWise—Dictionary;DICT;CRWS;CrossWise;Dictionary/Game;DIC; ;
CrossWise—????;Prty;CRWS;CrossWise;Game; ; ;
CrossWise—Text File;TEXT;CRWS;CrossWise;Text File;TXT; ;
ECRTH.PIC;PICT;CRYO;document;Graphics PICT;PIC; ;
QuickCrypt;APPL;cryp; ;Application; ; ;
CryptDisk;APPL;Cryp;Encryption;Application; ; ;
CryptWriter 1.0;APPL;CRYP; ;Application; ; ;
CryptDisk—Encryption File;Cryp;Cryp;CryptDisk;  ; ; ;
Window Beep;INIT;CRZ4;;INIT; ; ;
FetchIt;INIT;CRZ5;;INIT; ; ;
KopyKat;INIT;CRZ8;;INIT; ; ;
PrintOne;INIT;CRZA;;INIT; ; ;
Conflict Catcher™ Strip;sdev;ççCS;Casady & Greene, Inc.;Control Strip Module; ; ;
Zipple 1.9.1;cdev;CS•0; ;Control Panel; ; ;
ConnectionSetup;APPL;cs10; ;Application; ; ;
Prove it!;APPL;cS10; ;Application; ; ;
connect.def;TEXT;cs10;ConnectionSetup;Text File;TXT; ;
Control Strip Patcher;APPL;CSπå; ;Application; ; ;
OneApp CineSlider—Document;CS3d;CS3c;;; ; ;
OneApp CineSlider—QuickTime Media File;MooV;CS3c;;QuickTime Movie;MOV; ;
CompuServe PPP Switcher;APPL;CS3i;;Application; ; ;
Musical Set Complete™ ;APPL;CSA2; ;Application; ; ;
Castles;APPL;CSAC;  ;Application/Game; ; ;
ZoneData;CDAT;CSAC;Siege and Conquest Castles Data ;Game; ; ;
Plan9;Cstl;CSAC;Siege and Conquest Castle Plans ;Game; ; ;
Castles Prefs;PREF;CSAC;Castles;Pref; ; ;
MacKonto III öffnen....;APPL;CS≈e; ;Application; ; ;
 Buchungen;MKº2;CS≈e;MacKonto III öffnen....;  ; ; ;
SpeakAlert;cdev;cSAL; ;Control Panel; ; ;
AutoStart—Settings File;Auto;CSas;AutoStart;Pref; ; ;
AutoStart;INIT;CSas;;INIT; ; ;
CrashSaver Init;INIT;CSAV;;INIT; ; ;
Eat My Photons!;APPL;CsBw; ;Application; ; ;
Small worm;rBmP;CsBw;Eat My Photons!;  ; ; ;
Public Calendars;RDEV;CSC*; ;Chooser Device; ; ;
Chesapeake;APPL;CSc1;  ;Application/Game; ; ;
ChessKing 00.02c;APPL;CSC1; ;Application; ; ;
Chesapeake—Document;CSct;CSc1;Chesapeake;  ; ; ;
MacSlot Color;APPL;CSC2; ;Application; ; ;
Default Calibrator—Configuration File;csPr;CSca;Default Calibrator;Pref; ; ;
Default Calibrator;shlb;CSca;Default Calibrator;Shared Library; ; ;
Hardware System Update;scri;csce; ;Script/Extension; ; ;
CardScan 2.0V;APPL;CScn; ;Application; ; ;
CardScan—BMP File;CBMP;CScn;CardScan;  ; ; ;
CardScan—FAX.CPY;CpyL;CScn;CardScan;  ; ; ;
CardScan— Cards;CsDB;CScn;CardScan;  ; ; ;
CardScan—Electronic Registration Form;CSHI;CScn;CardScan;  ; ; ;
CardScan—Electronic Registration Data;CSHl;CScn;CardScan;  ; ; ;
CardScan—Page Layout;PagL;CScn;CardScan;  ; ; ;
CardScan—ACT!.XPT;XptL;CScn;CardScan;  ; ; ;
CardScan—Preferences;CSPr;CScP;CardScan;Pref; ; ;
HTML ColorSelect;APPL;CSEL; ;Application; ; ;
Extensions Strip- 68K;appe;CsEs; ;Background Only Application; ; ;
Extension Strip;APPL;CsEs; ;Application; ; ;
Extension Strip—Control Panel;cdev;CsEs; ;Control Panel; ; ;
Extensions Strip—Icon File;Icon;CsEs;;Icon; ; ;
Comic Strip Factory;APPL;CSF ; ;Application; ; ;
Bubbles & Pointers;PRTS;CSF ;Comic Strip Factory;  ; ; ;
Read Me!;TEXT;CSF ;Comic Strip Factory;Text File;TXT; ;
Checksum Fixer;APPL;CSFX; ;Application; ; ;
Signup;APPL;CSGN;CompuServe;Application; ; ;
Signup—Help;HELP;CSGN;Signup;Help; ; ;
Signup—Modem Database;MoDB;CSGN;Signup;  ; ; ;
Signup—Phone System Definition;PHON;CSGN;Signup;  ; ; ;
Signup—Data;SDAT;CSGN;Signup;  ; ; ;
Signup—Read Only File;ttro;CSGN;Signup;Read only text;TXT; ;
cdev Shell;cdev;CSHL; ;Control Panel; ; ;
CardShop Plus!;APPL;CSHP; ;Application; ; ;
CardShop Plus!—Greeting Card File;GCRD;CSHP;CardShop Plus!;  ; ; ;
CardShop Plus!—Preferences;pref;CSHP;CardShop Plus!;Pref; ; ;
CardShop Plus!—Preferences;PRFS;CSHP;;Pref;; ;
CardShop Plus!—Stationary;sCRD;CSHP;CardShop Plus!;  ; ; ;
Internet Control;sdev;csIC; ;Control Strip Module; ; ;
Social Climber;APPL;CSID; ;Application/Game/Dup; ;Dup;
Wizard's Fire;APPL;CSID; ;Application/Game/Dup; ;Dup;
CSI GradTone ;8BFM;CSIF;document;PhotoShop Plug-in; ; ;
CoverTest—Cover file;.cai;cSIJ;CoverTest;  ; ; ;
CoverTest—file;.ctf;cSIJ;CoverTest;  ; ; ;
CoverTest;APPL;cSIJ; ;Application; ; ;
CoverTest—Text Document;TEXT;cSIJ;CoverTest;Text File;TXT; ;
CSI Restart;APPL;CSIr;FreeHand 5.5;Application; ; ;
Car Example;dÈc.01;CSJK;DecisionMap;  ; ; ;
DecisionMap;APPL;CSJK; ;Application; ; ;
Slashbox;APPL;CSLA;;Application;;;
Instant Replay;APPL;csLN; ;Application; ; ;
Instant Replay Extension;INIT;CSln;;INIT; ; ;
Instant Replay—QuickTime Movie;MooV;csLN;Instant Replay;QuickTime Movie;MOV; ;
Super Mines ;adrp;CSMa;  ;Alias to file; ; ;
Super Mines ;APPL;CSMa;  ;Application/Game; ; ;
Super Mines —Preferences;CSMa;CSMa;Super Mines;  ; ; ;
Super Mines —Game File;CSMd;CSMa;Super Mines;  ; ; ;
Cosmic Commuter;APPL;CSMC;;Application/Game; ; ;
sample;APPL;CSMP; ;Application; ; ;
StarNine MS CSAM Resources;csPf;csMs;StarNine;  ; ; ;
Color SnapShot™;APPL;CSMW; ;Application; ; ;
Eudora Light / Pro;APPL;CSOm;  ;Application/Dup; ;Dup;
Matrix 2.1;APPL;CSOm;  ;Application/Dup; ;Dup;
Eudora Pro—Enclosed Application;eAp1;CSOm;Eudora; ; ; ;
Eudora Pro—Enclosed Application;eAp2;CSOm;Eudora; ; ; ;
Eudora Pro—Enclosed Application;eAp3;CSOm;Eudora; ; ; ;
Eudora Pro—Enclosed Application;eAp4;CSOm;Eudora; ; ; ;
Eudora Pro—Enclosed Application;eAp5;CSOm;Eudora; ; ; ;
Eudora Pro—Enclosed Application;eAp6;CSOm;Eudora; ; ; ;
Eudora Pro—Enclosed Application;eAp7;CSOm;Eudora; ; ; ;
Eudora Pro—Enclosed Application;eAp8;CSOm;Eudora; ; ; ;
Eudora Pro—Enclosed Application;eAp9;CSOm;Eudora; ; ; ;
Eudora Pro—Enclosed Application;eApA;CSOm;Eudora; ; ; ;
Eudora Pro—Enclosed Application;eApB;CSOm;Eudora; ; ; ;
Eudora Pro—Enclosed Application;eApC;CSOm;Eudora; ; ; ;
Eudora Pro—Enclosed Application;eApD;CSOm;Eudora; ; ; ;
Eudora Pro—Enclosed Application;eApE;CSOm;Eudora; ; ; ;
Eudora Pro—Enclosed Application;eApF;CSOm;Eudora; ; ; ;
Eudora—Enclosed Application;eApp;CSOm;Eudora;  ; ; ;
Eudora Pro—Search Research;eSrc;CSOm;Eudora; ; ; ;
Eudora—Filter;EuFi;CSOm;Eudora;  ; ; ;
PureVoice™ Help;EuHl;CSOm;Eudora;  ; ; ;
Eudora—Stationary;EuSn;CSOm;Eudora;  ; ; ;
Eudora Pro—Mailbox;iMbx;CSOm;Eudora; ; ; ;
Eudora—MIME Extension;MiMe;CSOm;Eudora;  ; ; ;
Eudora Pro—MIME Enclosure;MiME;CSOm;Eudora; ; ; ;
Eudora—Mood Index;MuDi;CSOm;;;; ;
Eudora Setting;PREF;CSOm;Eudora;Pref; ; ;
Eudora Pro—Filter;PrFi;CSOm;Eudora; ; ; ;
Eudora Pro—Filter;PsFi;CSOm;Eudora; ; ; ;
Wagner's prefs 1.0.1;rsrc;CSOm;Eudora;Resource; ; ;
Eudora—Mail File;TEXT;CSOm;Eudora;Text File;TXT; ;
Eudora table of contents;TOCF;CSOm;Eudora;  ; ; ;
addDepthx 1.0.2;APPL;CSOP; ;Application; ; ;
addDepthx 1.0.2—Swimpigs in space;CS01;CSOP;addDepth;  ; ; ;
addDepth™—Preferences;CS03;CSOP;addDepth;Pref; ; ;
Styles;CS04;CSOP;addDepth;  ; ; ;
addDepth™—Published Edition;edtp;CSOP;addDepth;Published Edition; ; ;
addDepth box.eps;EPSF;CSOP;addDepth;EPS;EPS; ;
addDepth™—PICT File;PICT;CSOP;addDepth;Graphics PICT;PIC; ;
addDepth™—Stationary;sS01;CSOP;addDepth;  ; ; ;
AppleCD Speed Switch;cdev;Cspd; ;Control Panel; ; ;
Claris-Common Dictionary;CMdt;CSpf;Claris;  ; ; ;
Claris User Dictionary;CUdt;CSpf;Claris;  ; ; ;
Anwenderwörterbuch-Inhalt;TEXT;CSpf;Claris;Text File;TXT; ;
-..ClickMe PG1.1e !!!!!!;APPL;CsPg; ;Application; ; ;
Chuck's Print Spooler;APPL;CSPL; ;Application; ; ;
PhotoFix 2.8.5 ;APPL;CSPr; ;Application; ; ;
PhotoFix.Pref;pref;CSPr;PhotoFix;Pref; ; ;
FinderPop;cdev;cspX; ;Control Panel; ; ;
FinderPop—????;Fpl?;cspX;FinderPop;; ; ;
FinderPop—????;Fplt;cspX;FinderPop;; ; ;
CycleSpy™;APPL;CSPY; ;Application; ; ;
StarNine QM—CSAM Resources;csPf;csQm;StarNine;  ; ; ;
MaBaSoft Quit CSM;sdev;CSqu; ;Control Strip Module; ; ;
Color Sqix!;APPL;cSQX; ;Application; ; ;
ComIT™ 1.5;APPL;CSSA; ;Application; ; ;
ComIT•Config;CSSC;CSSA;ComIT;  ; ; ;
ComIT•Data;CSSD;CSSA;ComIT;  ; ; ;
ComIT-- READ ME!;TEXT;CSSA;ComIT;Text File;TXT; ;
ColdStone Game Editor—Preferences;scPr;csSE;ColdStone;pref ; ; ;
ColdStone Game Editor—Script File;sdEt;csSE;ColdStone;Game; ; ;
ColdStone Game Editor—Editor File;sdLo;csSE;ColdStone;Game; ; ;
commsService;APPL;cSSv; ;Application; ; ;
Cambridge University;TEXT;cSSv;commsService;Text File;TXT; ;
Telephony Services;APPL;Csta;AT&T Corp and Novell;Application; ; ;
Total Recall—Preferences;CTBP;CSTB;Total Recall;Pref; ; ;
Total Recall—Log;TEXT;CSTB;Total Recall;Text File;TXT; ;
CommSTF;APPL;CSTF; ;Application; ; ;
CommSTF—Connection File;TEXT;CSTF;CommSTF;Text File;TXT; ;
CasioTalk 2.0.5;APPL;CsTk; ;Application; ; ;
SoftLock 1.5 User Guide;TEXT;CsTk;CasioTalk;Text File;TXT; ;
The Castle;APPL;CstL;  ;Application; ; ;
The Castle file;CstG;CstL;The Castle;Game; ; ;
Noemi's World—Binary Data File;MDO3;CstL;;;;;
The Castle Stats ;pref;CstL;The Castle;Pref; ; ;
Cache Trash;APPL;cStS; ;Application; ; ;
Control Strip Tester;APPL;CSTS; ;Application; ; ;
Clip Changer;sdev;CStx; ;Control Strip Module; ; ;
Where in the USA is Carmen San Diego?;APPL;CSUD;  ;Application/Game; ; ;
Carmen USA—Resource File;rsrc;CSUD;Carmen;Resource; ; ;
Carmen USA—Text File;TEXT;CSUD;Carmen;Text File;TXT; ;
MacInTalk Pro—Voice file;splt;csw2; ;  ; ; ;
CrossWord;APPL;CSWD;  ;Application/Game; ; ;
Carmen Sandiego Word Detective—Data File;MHK_;CSWD;;; ; ;
CrossWord—Puzzle file;PUZZ;CSWD;CrossWord;  ; ; ;
CrossWord—Saved Puzzle;SVPZ;CSWD;Carmen;  ; ; ;
ZiffNet/Mac’s Clean Sweep 1.1;APPL;CSWP; ;Application; ; ;
ColorSwitch Pro;cdev;CSwP;;Control Panel; ; ;
CS Finder Module;CSwM;CSwP; ;  ; ; ;
Clean Sweep—Disk file;disk;CSWP;Clean Sweep;Disk File; ; ;
Clean Sweep—Folder file;fold;CSWP;Clean Sweep;Folder File; ; ;
ColorSwitch Pro—Preferences;PREF;CSwP;;Pref; ; ;
Clean Sweep Preferences;pref;CSWP;Clean Sweep 1.1;Pref; ; ;
ColorSwitch;cdev;cSwt; ;Control Panel; ; ;
Desktop Strip;cdev;CsWT; ;Control Panel; ; ;
DesktopStrip Preferences;Pref;CsWT;Desktop Strip;Pref; ; ;
Monitor Depth;sdev;CSWT; ;Control Strip Module; ; ;
YO! Extension;INIT;CSY!;Clixsounds;INIT; ; ;
InputBackSupport—Chinese Localized;fbit;CSYS; ;INIT; ; ;
Enabler Patch;scri;Ct11; ;Script/Extension; ; ;
ClickTyper;APPL;CT1c; ;Application; ; ;
ClickTyper—Document;CT1d;CT1c;;; ; ;
Cache Tool 1.0a;APPL;CTAU; ;Application; ; ;
CTB;APPL;CTB2; ;Application; ; ;
Connection Tools;cbnd;ctbc; ;Connection Tool; ; ;
C-Table;shlb;CTbC;Corda Technologies;Shared Library; ; ;
ChartBuddy / Page Retrieve;APPL;CtBd;;Application;; ;
ChartBuddy—Module;chrt;CtBd;ChartBuddy / Page Retrieve;;; ;
ChartBuddy Preferences;pref;CtBd;ChartBuddy;Pref; ; ;
XMODEM Tool;fbnd;ctbf; ;Communication Tool; ; ;
ZMODEM Tool;tbnd;ctbf; ;Communication Tool; ; ;
Sample App;APPL;ctbT; ;Application; ; ;
VT102 Tool;tbnd;ctbt;CyberDog;Communication Tool; ; ;
Mark/Space ZMODEM ;fbnd;CTBZ; ;Communication Tool; ; ;
ctc 1.6;APPL;CTC~; ;Application; ; ;
set-aux-binary;APPL;CTC1; ;Application; ; ;
Chinese Text Converter—Document; ?? ;ctcp;Chinese Text Converter;; ; ;
Chinese Text Converter;APPL;ctcp;Apple Computer, Inc.;Application; ; ;
Installer TCP;APPL;cTcP;ACI SA;Application; ; ;
Chinese Text Converter—Text File;TEXT;ctcp;Chinese Text Converter;Text File;TXT; ;
LetterRecall 1.0;APPL;CtEC;  ;Application/Game; ; ;
BlastOffCF;TEXT;CTeC; ;Text File;TXT; ;
CTerm 2.1;APPL;CTer; ;Application; ; ;
PadLok™ Utility;APPL;CTGE; ;Application; ; ;
MaCthugha 0.5a1;APPL;CTHG; ;Application; ; ;
CopyThru2.3;APPL;cThr; ;Application; ; ;
"Click; there it is!";INIT;CTII;;INIT; ; ;
Carmen;APPL;CTIM; ;Application; ; ;
Sounds;rsrc;CTIM;Carmen;Resource; ; ;
Carmen Data;TEXT;CTIM;Carmen;Text File;TXT; ;
ConvertTextInfos;APPL;CTIn; ;Application; ; ;
Catakig;APPL;Ctkg; ;Application; ; ;
Avid Cataloger™;APPL;CTLG; ;Application; ; ;
ConvertToMovie™ 2.0;APPL;CTM ; ;Application; ; ;
Combat Mission;APPL;CtM0;Big Time Software, Inc.;Application/Game;; ;
Combat Mission—Binary Data File;cmb0;CtM0;Combat Mission;;; ;
Combat Mission—Binary File;cmc0;CtM0;Combat Mission;;; ;
SweetRemind;APPL;CTmd; ;Application; ; ;
Cat 'n Mouse;APPL;CTMS; ;Application; ; ;
Charts > Disk;APPL;CTOD; ;Application; ; ;
Convert to PS;APPL;CTOP; ;Application; ; ;
Color Time;APPL;CTps; ;Application; ; ;
Carmen Sandiego ThinkQuick;APPL;Ctqc;The Learning Co.;Application/Game; ; ;
ContourMap ;APPL;CTR1; ;Application; ; ;
Akima Data/REPLAY;DATA;CTR1;ContourMap ;Data File; ; ;
Self-Open-Document;APPL;CTRd;Hiro Fujimoto;Application;; ;
ooftst15.db;????;CTRE; ;  ; ; ;
Star Patrol;APPL;CtrK; ;Application; ; ;
Star Patrol;APPL;CTRK; ;Application; ; ;
Star Patrol—QuickTime Media File;MooV;CtrK;Star Patrol;QuickTime Movie;MOV; ;
Star Patrol—Text File;TEXT;CtrK;Star Patrol;Text File;TXT; ;
Star Patrol—Preferences;TRKP;CtrK;Star Patrol;pref ; ; ;
Star Patrol—Saved Game;TRKS;CtrK;Star Patrol;; ; ;
macControl 3.25;APPL;CTRL; ;Application; ; ;
macControl Hilfe;help;CTRl; ;Help; ; ;
macEuroforum;MDAT;CTRL;macControl;  ; ; ;
macEuroforum 02;MDT2;CTRL;macControl;  ; ; ;
Sonic Term;APPL;CTrm; ;Application; ; ;
The Reading Machine;APPL;CTRM;Curry Kenworthy;Application;; ;
TapeCRATE Utility;APPL;CTT2; ;Application; ; ;
TapeCRATE Utility—Text File;TEXT;CTT2;TapeCRATE Utility;Text File;TXT; ;
CovTtB1.3;APPL;CTtB; ;Application; ; ;
Video Card utility;cdev;CTV1; ;Control Panel; ; ;
Image Catalog;APPL;ctwb; ;Application; ; ;
ImageCatalog 1.5;APPL;Ctwb; ;Application; ; ;
ImageCatalog 1.5—Document;CTS!;Ctwb;ImageCatalog;  ; ; ;
ImageCatalog 1.5—Preferences;pref;Ctwb;ImageCatalog;Pref; ; ;
EasySync (PowerBook);INIT;Ctx9;Connectix PowerBook Utilities;INIT; ; ;
C-TextBox;shlb;CTxC;Corda Technologies;Shared Library; ; ;
ClipTextEdit;APPL;CTXE;Angelo Scicolone;Application;; ;
 Read Me ;APPL;CTXT; ;Application; ; ;
Cumulus;APPL;CuAp; ;Application; ; ;
Cumulus—????;CLF ;CuAp;Cumulus;;; ;
Cumulus—OEM File;cOEM;CuAp;Cumulus;;; ;
Cumulus—Image Database;CuDB;CuAp;Cumulus;  ; ; ;
PICS Filter;CuFT;CuAp;Cumulus;  ; ; ;
Cumulus—????;CuRE;CuAp;Cumulus;  ; ; ;
Cumulus—????;CuX1;CuAp;Cumulus;  ; ; ;
Cumulus—????;CuX2;CuAp;Cumulus;  ; ; ;
Cumulus—Disk File;disk;CuAp;Cumulus;Disk File; ; ;
Cumulus—Folder File;fold;CuAp;Cumulus;Folder File; ; ;
Cumulus—Preferences;pref;CuAp;Cumulus;Pref; ; ;
Cumulus—Text File;TEXT;CuAp;Cumulus;Text File;TXT; ;
Kubik 1.9.3;APPL;cube; ;Application; ; ;
cube;APPL;CubE; ;Application; ; ;
CU-SeeMe.68k0.70b12;APPL;CUce; ;Application; ; ;
CU-SeeMe™—Preferences;PREF;CUce;CU-SeeMe™;Pref; ; ;
CU-SeeMe™—Document;TEXT;CUce;CU-SeeMe™;Text File;TXT; ;
CU-SeeMe™—Talk;vVFM;CUce;CU-SeeMe™;  ; ; ;
Cumulus•Client 1.2;APPL;CuCl; ;Application; ; ;
Cumulus—OEM File;cOEM;CuCl;Cumulus;; ; ;
Cumulus—Database File;CuDB;CuCl;Cumulus;; ; ;
Cumulus—Database Link;CuFT;CuCl;Cumulus;; ; ;
Cumulus—????;CuRE;CuCl;Cumulus;; ; ;
Cumulus—????;CuX1;CuCl;Cumulus;; ; ;
Cumulus—????;CuX2;CuCl;Cumulus;; ; ;
Cumulus—Disk File;disk;CuCl;Cumulus;Disk File; ; ;
Cumulus—Folder File;fold;CuCl;Cumulus;Folder File; ; ;
Cumulus—Preferences;pref;CuCl;Cumulus;Pref; ; ;
Cumulus—Text File;TEXT;CuCl;Cumulus;Text File;TXT; ;
Cumulus Catalog Converter—OEM File;cOEM;CuCv;Cumulus;; ; ;
Cumulus Catalog Converter—Database File;CuDB;CuCv;Cumulus;; ; ;
CU Pro™v1.3 LITE;APPL;CUDA; ;Application; ; ;
QuicKeys Extension—Type Date;QKex;CuDt;QuicKeys ™;  ;; ;
Cappuccino 1.0 ;shlb;CUED;OpenDoc Editor;Shared Library; ; ;
FilterGenerator 2.0;APPL;CuFG; ;Application; ; ;
FilterGenerator 2.0—Document;CuFT;CuFG;;; ; ;
FreeHand Reader 1.2;APPL;CuFH; ;Application; ; ;
FreeHand Reader—Freehand Document;FHD3;CuFH;FreeHand Reader;  ;FH3; ;
Cubase Helper;INIT;CuHe;;INIT; ; ;
Curses;APPL;CUif; ;Application; ; ;
Information;APPL;CuIn;Canton Software AG;Application;; ;
Install 1 Enhanced CU-SeeMe™;APPL;CUin; ;Application; ; ;
Wanderer I- The Cult of Misery;APPL;Cult; ;Application; ; ;
Current Items;comD;Cult;Wanderer I- The Cult of Misery;  ; ; ;
Cumulonimbus;APPL;CUM ;;Application/Game; ; ;
Cumulonimbus—High Scores;CumH;CUM ;Cumulonimbus;; ; ;
Cumulonimbus—Sounds File;CumS;CUM ;Cumulonimbus;; ; ;
Physicians' Online;APPL;CUpd;Physicians' Online;Application; ; ;
Physicians' Online—User Text;CTxt;CUpd;Physicians' Online;  ; ; ;
PointerLocator;cdev;curL; ;Control Panel; ; ;
MacFile;APPL;CuRM; ;Application; ; ;
Curtain 1.0.1;APPL;CuRT; ;Application; ; ;
AD TraceFM.68k.2;vVFM;CUse; ;  ; ; ;
Slide Show…;APPL;CuSL;Canto Software AG;Application;; ;
CU-SeeMe;APPL;CUsm; ;Application; ; ;
Canto Cumulus Server—OEM File;cOEM;CuSr;;; ; ;
Customer Tracker;APPL;CusT;;Application;;;
Now Utilities—Customizer;APPL;CUST; ;Application; ; ;
CustoFinder 7;cdev;CUSt; ;Control Panel; ; ;
Customer Tracker—Customer Database File;Rdb2;CusT;Customer Tracker;;;;
Customer Tracker—Text File;TEXT;CusT;Customer Tracker;Text File;TXT;;
Shortcut™ 1.01;cdev;Cut!; ;Control Panel; ; ;
chooseapp.gif;GIFf;Cute; ;Graphics GIF;GIF; ;
